contig	tax	lenth	AvgDepth	bam	bam-ver
contig-100_30284		311	1.44099	1.44099	0.248059
contig-100_30285		311	24.472	24.4783	14.3136
contig-100_30286		311	2.42236	2.42236	1.333
contig-100_30287		311	3.22981	3.22981	0.753104
contig-100_30288		311	3.09938	3.09938	0.402562
contig-100_30289		311	182.509	182.509	169.164
contig-100_30290		311	3.37267	3.37267	0.872748
contig-100_30291		311	4.40994	4.40994	0.880901
contig-100_30292		311	2.54658	2.54658	2.67437
contig-100_30293		311	2.07453	2.07453	0.669409
contig-100_30296		311	3.36646	3.36646	0.446118
contig-100_30297		311	2.9441	2.9441	0.653106
contig-100_30298		311	23.4534	23.4534	18.6494
contig-100_30299		311	3.88199	3.88199	0.842236
contig-100_30300		311	5.24224	5.24224	1.49721
contig-100_30301		311	3	3	0.275
contig-100_30303		311	1.29193	1.29193	0.207997
contig-100_30304		311	4.40994	4.40994	20.0059
contig-100_30305		311	5.29193	5.29193	0.445497
contig-100_30306		311	74.7391	74.7391	373.144
contig-100_30307		311	8250.23	8250.23	1.96753e+06
contig-100_30308		311	2.50932	2.50932	0.488975
contig-100_30309		311	2.06211	2.06211	0.258618
contig-100_30310		311	3.55279	3.55279	7.92375
contig-100_30311		311	2.20497	2.20497	0.163976
contig-100_30313		311	14.5155	14.5155	9.32632
contig-100_30314		311	3.13043	3.13043	1.63913
contig-100_30315		311	3.84472	3.84472	0.994487
contig-100_30316		311	1.80124	1.80124	0.447748
contig-100_30317		311	5.19876	5.19876	2.36025
contig-100_30318		311	2.7205	2.7205	1.69014
contig-100_30319		311	2.88199	2.88199	1.36724
contig-100_30320		311	3.06211	3.06211	0.958618
contig-100_30321		311	45.8944	45.9006	46.5401
contig-100_30322		311	2.06832	2.06832	0.664052
contig-100_30323		311	2.7205	2.7205	1.80264
contig-100_30324		311	3.8882	3.8882	3.13743
contig-100_30325		311	2.04969	2.04969	0.447517
contig-100_30326		311	27.764	27.764	11.0064
contig-100_30327		311	1.63354	1.63354	0.608619
contig-100_30328		311	4.03106	4.03106	1.46778
contig-100_30329		311	2.24224	2.24224	0.934705
contig-100_30330		311	2.40373	2.40373	0.429736
contig-100_30331		311	4.90683	4.90683	2.67252
contig-100_30332		311	4.50932	4.50932	4.26397
contig-100_30333		311	3.54658	3.54658	1.42438
contig-100_30334		311	4.18012	4.18012	0.786103
contig-100_30336		311	8.78882	8.78882	5.46763
contig-100_30337		311	4.52795	4.52795	0.850777
contig-100_30338		311	2.23602	2.23602	0.181444
contig-100_30339		311	0.993789	0.993789	0.00621117
contig-100_30340		311	3.36025	3.36025	0.44441
contig-100_30343		311	2.74534	2.74534	0.228493
contig-100_30344		311	4.36646	4.36646	1.65862
contig-100_30345		311	5.26708	5.26708	1.78447
contig-100_30346		311	2.26708	2.27329	0.199844
contig-100_30347		311	1.93789	1.93789	0.358618
contig-100_30348		311	1.49068	1.49068	0.251475
contig-100_30349		311	2.65217	2.65217	0.57826
contig-100_30350		311	2.82609	2.82609	0.257065
contig-100_30351		311	1.06832	1.06832	0.0640529
contig-100_30353		311	7.04348	7.04348	2.15435
contig-100_30354		311	42.9068	42.9068	28.7225
contig-100_30355		311	1.90683	1.90683	0.585016
contig-100_30356		311	3.7764	3.7764	0.637188
contig-100_30357		311	2.7205	2.7205	0.302639
contig-100_30358		311	2.07453	2.07453	0.35691
contig-100_30360		310	6.075	6.075	1.0761
contig-100_30361		310	2.325	2.325	1.79308
contig-100_30362		310	4.9125	4.9125	4.57092
contig-100_30364		310	1.51875	1.51875	0.553105
contig-100_30365		310	2.2625	2.2625	0.57217
contig-100_30366		310	5.7	5.7	0.978618
contig-100_30369		310	4.5625	4.5625	1.63129
contig-100_30370		310	2.50625	2.50625	1.04398
contig-100_30372		310	3.775	3.775	3.44592
contig-100_30374		310	28.125	28.125	48.3365
contig-100_30375		310	2.7125	2.7125	0.206132
contig-100_30376		310	1.25625	1.25625	0.191785
contig-100_30377		310	2.40625	2.40625	0.758451
contig-100_30378		310	2.51875	2.51875	0.930464
contig-100_30379		310	2.15	2.15	0.442767
contig-100_30380		310	2.76875	2.76875	0.241785
contig-100_30381		310	4.48125	4.48125	2.07512
contig-100_30382		310	2.25625	2.25625	0.543985
contig-100_30384		310	2.65	2.65	0.228931
contig-100_30385		310	2.3375	2.3375	0.753302
contig-100_30386		310	4.65	4.65	0.883019
contig-100_30387		310	3.43125	3.43125	1.6682
contig-100_30388		310	2.51875	2.51875	0.766943
contig-100_30389		310	3.43125	3.43125	1.81914
contig-100_30391		310	8.30625	8.30625	2.42763
contig-100_30393		310	1.25625	1.25625	0.191785
contig-100_30394		310	1.625	1.625	0.487421
contig-100_30395		310	8.2625	8.2625	82.6099
contig-100_30398		310	191.062	191.062	441.933
contig-100_30400		310	2.90625	2.90625	1.34336
contig-100_30403		310	3.60625	3.60625	0.567257
contig-100_30404		310	3.475	3.475	2.37673
contig-100_30405		310	2.94375	2.94375	1.13518
contig-100_30406		310	4.76875	4.76875	1.92732
contig-100_30409		310	41.5625	41.5625	26.8011
contig-100_30410		310	1.075	1.075	0.0698112
contig-100_30412		310	2.5375	2.5375	0.58978
contig-100_30413		310	1.5375	1.5375	0.250157
contig-100_30414		310	7.3875	7.3875	9.6728
contig-100_30415		310	4.4375	4.4375	0.725629
contig-100_30417		310	4.1625	4.1625	1.16839
contig-100_30418		310	50.5125	50.5125	61.9244
contig-100_30419		310	3.8375	3.8375	0.627515
contig-100_30420		310	4.19375	4.19375	3.13832
contig-100_30421		310	2.01875	2.01875	0.320401
contig-100_30422		310	4.84375	4.84375	2.10751
contig-100_30423		310	3.6375	3.6375	1.38978
contig-100_30424		310	3.33125	3.33125	0.851848
contig-100_30425		310	4.0375	4.0375	1.01745
contig-100_30426		310	302.237	302.237	1021.72
contig-100_30427		310	4.85	4.85	0.379874
contig-100_30429		310	7.23125	7.23125	2.54367
contig-100_30430		310	27.175	27.175	8.93773
contig-100_30431		310	4.13125	4.13125	0.554992
contig-100_30432		310	3.375	3.375	0.349057
contig-100_30433		310	2.7	2.7	0.223899
contig-100_30434		310	5.7125	5.7125	1.66525
contig-100_30435		310	3.15625	3.15625	2.5855
contig-100_30436		310	344.369	344.369	3922.31
contig-100_30437		310	15.1438	15.1438	7.35656
contig-100_30438		310	3.30625	3.30625	2.28927
contig-100_30442		310	4.55625	4.55625	2.81442
contig-100_30443		310	2.70625	2.70625	1.05153
contig-100_30444		310	2.7125	2.7125	0.772171
contig-100_30445		310	4.0375	4.0375	2.95456
contig-100_30446		310	3.1	3.1	0.97107
contig-100_30447		310	1.9625	1.9625	0.791039
contig-100_30448		310	4.025	4.025	0.603145
contig-100_30449		310	11.9312	11.9312	7.15877
contig-100_30451		310	10.0562	10.0562	6.44336
contig-100_30452		310	3.0875	3.0875	0.608649
contig-100_30454		310	2.625	2.625	0.600629
contig-100_30455		310	10.225	10.225	2.47736
contig-100_30456		310	4.94375	4.94375	2.14147
contig-100_30457		310	4.05625	4.05625	1.51254
contig-100_30458		310	5.84375	5.84375	1.60436
contig-100_30459		310	2.2875	2.2875	0.646384
contig-100_30461		310	3.14375	3.14375	2.81568
contig-100_30462		310	1.1125	1.1125	0.125629
contig-100_30463		310	8	8	1.89937
contig-100_30464		310	8.54375	8.54375	2.12386
contig-100_30465		310	1.5	1.5	0.377358
contig-100_30466		310	3.15	3.15	1.09686
contig-100_30467		310	3.1625	3.1625	1.60865
contig-100_30468		310	2.7625	2.7625	0.433805
contig-100_30469		310	4.25625	4.25625	1.27355
contig-100_30471		310	2.19375	2.19375	1.0377
contig-100_30472		310	4.1	4.1	1.58742
contig-100_30474		310	5.725	5.725	0.804403
contig-100_30475		310	2.75625	2.75625	0.185495
contig-100_30476		310	0.84375	0.84375	0.132665
contig-100_30477		310	2.4375	2.4375	1.46777
contig-100_30478		310	4.45	4.45	1.72076
contig-100_30479		310	5.39375	5.39375	3.59871
contig-100_30480		310	18.3875	18.3875	22.2263
contig-100_30481		310	0.71875	0.71875	0.769458
contig-100_30482		310	1.14375	1.14375	0.12386
contig-100_30483		310	3.04375	3.04375	0.293672
contig-100_30484		310	38.175	38.175	47.3402
contig-100_30485		309	1.43396	1.43396	0.247194
contig-100_30486		309	5.20126	5.20126	0.731391
contig-100_30487		309	5544.23	5544.24	451360
contig-100_30488		309	2.44025	2.44025	0.24799
contig-100_30489		309	3.08176	3.08176	0.898336
contig-100_30490		309	68.2704	68.2704	264.983
contig-100_30491		309	2.1195	2.12579	0.844838
contig-100_30492		309	2.21384	2.21384	0.207149
contig-100_30493		309	2.67925	2.67925	0.725578
contig-100_30495		309	61.4717	61.4717	94.6306
contig-100_30496		309	3.62893	3.62893	0.753841
contig-100_30497		309	5.22642	5.22642	4.79651
contig-100_30498		309	2.63522	2.63522	0.81546
contig-100_30499		309	2.96226	2.96226	1.70743
contig-100_30500		309	49.0314	49.0314	239.233
contig-100_30501		309	6.81132	6.81132	1.21734
contig-100_30502		309	9.40252	9.40252	3.15341
contig-100_30503		309	2.02516	2.02516	0.505692
contig-100_30504		309	4.63522	4.63522	0.663562
contig-100_30505		309	6.09434	6.09434	1.19991
contig-100_30506		309	4.79245	4.79245	7.27943
contig-100_30507		309	2.24528	2.24528	0.300216
contig-100_30508		309	4.96226	4.96226	1.21375
contig-100_30509		309	3.08805	3.08805	0.435235
contig-100_30510		309	2.55346	2.55346	0.489213
contig-100_30511		309	2.89308	2.89308	0.374572
contig-100_30512		309	3.36478	3.36478	0.790144
contig-100_30513		309	2.05031	2.05031	0.554415
contig-100_30514		309	3.96855	3.96855	0.524321
contig-100_30516		309	2.10063	2.10063	0.875885
contig-100_30518		309	4.65409	4.65409	0.961866
contig-100_30519		309	3.33962	3.33962	0.820635
contig-100_30520		309	6.30818	6.30818	1.53101
contig-100_30521		309	2.98113	2.98113	2.37306
contig-100_30525		309	1.69811	1.69811	0.212085
contig-100_30526		309	2.30189	2.30189	0.452592
contig-100_30527		309	2.30818	2.30818	0.568983
contig-100_30530		309	3.37107	3.37107	0.348778
contig-100_30531		309	4.2327	4.2327	3.97716
contig-100_30532		309	3.73585	3.73585	0.714593
contig-100_30533		309	3.16981	3.16981	2.15453
contig-100_30534		309	4.92453	4.92453	1.86769
contig-100_30537		309	80.8239	80.8302	1808.55
contig-100_30538		309	3.46541	3.46541	0.95924
contig-100_30539		309	3.18239	3.18239	0.403233
contig-100_30540		309	5.45912	5.45912	1.64231
contig-100_30541		309	4.64151	4.6478	1.29289
contig-100_30542		309	1.69811	1.69811	0.642466
contig-100_30543		309	4.94969	4.94969	0.693655
contig-100_30544		309	39.9748	39.9748	33.1386
contig-100_30545		309	8.39623	8.39623	3.53188
contig-100_30546		309	3.46541	3.46541	0.31367
contig-100_30547		309	4.36478	4.37107	2.33613
contig-100_30548		309	4.15094	4.15094	2.091
contig-100_30549		309	2.83648	2.83648	0.137648
contig-100_30550		309	3.05031	3.0566	0.914499
contig-100_30552		309	93.5409	93.5409	425.224
contig-100_30553		309	3.55975	3.55975	0.38723
contig-100_30554		309	6.64151	6.64151	5.99093
contig-100_30555		309	2.67296	2.67296	1.18351
contig-100_30556		309	2.20126	2.20126	0.554176
contig-100_30557		309	5.5283	5.5283	5.12419
contig-100_30558		309	3.96226	3.96226	0.428948
contig-100_30559		309	2.1195	2.12579	0.123318
contig-100_30560		309	1.60377	1.60377	0.379985
contig-100_30561		309	2.27673	2.27673	0.733062
contig-100_30563		309	3.69182	3.69182	1.8981
contig-100_30564		309	2.87421	2.87421	0.199267
contig-100_30565		309	3.80503	3.80503	3.28454
contig-100_30566		309	3.87421	3.87421	1.2499
contig-100_30567		309	2.8805	2.8805	0.34639
contig-100_30568		309	4.2327	4.2327	0.546772
contig-100_30569		309	25.5535	25.5535	23.7424
contig-100_30570		309	0.830189	0.830189	0.331741
contig-100_30571		309	1.7044	1.7044	0.513335
contig-100_30573		309	2.06918	2.06918	0.849614
contig-100_30575		309	4.2327	4.2327	6.76195
contig-100_30576		309	5.28931	5.28931	2.13096
contig-100_30578		309	2.92453	2.92453	1.1968
contig-100_30579		309	3.34591	3.34591	0.328955
contig-100_30580		309	6.86164	6.86164	1.44909
contig-100_30581		309	90.1635	90.1635	311.821
contig-100_30582		309	5.65409	5.65409	2.34162
contig-100_30583		309	2.15723	2.15723	1.3612
contig-100_30584		309	2.9434	2.9434	0.167662
contig-100_30585		309	3.13208	3.13208	0.50776
contig-100_30586		309	3.57862	3.57862	1.48587
contig-100_30587		309	2.50943	2.50943	2.66921
contig-100_30588		309	6.28302	6.28302	1.98901
contig-100_30589		309	2.47799	2.47799	0.314386
contig-100_30590		309	114.063	114.063	134.224
contig-100_30591		309	2.27044	2.27044	0.198551
contig-100_30592		309	16.5786	16.5786	16.4732
contig-100_30593		309	1.06918	1.06918	0.0774621
contig-100_30595		309	2.81761	2.81761	0.441207
contig-100_30596		309	10.1006	10.1006	11.9012
contig-100_30597		309	2.93711	2.93711	0.413741
contig-100_30598		309	6.1761	6.18239	2.30196
contig-100_30599		309	3.37736	3.37736	0.514927
contig-100_30600		309	3.2956	3.2956	3.01967
contig-100_30601		309	2.71698	2.71698	0.432052
contig-100_30602		309	2.93711	2.93711	0.996021
contig-100_30603		309	8.00629	8.00629	2.12021
contig-100_30604		309	2.30818	2.30818	0.429742
contig-100_30605		309	2.14465	2.14465	0.694131
contig-100_30606		309	3.1761	3.1761	0.259931
contig-100_30607		309	3.6478	3.6478	1.50808
contig-100_30609		309	2.3522	2.35849	0.433962
contig-100_30610		309	9.71069	9.71069	12.1056
contig-100_30611		309	4.7044	4.7044	0.323462
contig-100_30613		309	5.62264	5.62264	3.5529
contig-100_30615		308	12.4304	12.4304	5.41869
contig-100_30616		308	6.58228	6.58228	3.97726
contig-100_30617		308	1.81013	1.81013	0.702572
contig-100_30618		308	6.1519	6.1519	2.44811
contig-100_30619		308	1.78481	1.78481	0.169959
contig-100_30620		308	4.1519	4.1519	2.60098
contig-100_30621		308	3.36076	3.36076	0.792591
contig-100_30624		308	8.1962	8.1962	8.66826
contig-100_30625		308	4.44937	4.44937	1.02608
contig-100_30626		308	5.36709	5.36709	0.870756
contig-100_30627		308	4.22152	4.22152	1.25635
contig-100_30628		308	1.76582	1.76582	0.422519
contig-100_30629		308	4.73418	4.73418	0.973476
contig-100_30630		308	19.6835	19.6835	6.59986
contig-100_30632		308	2.89873	2.89873	0.32089
contig-100_30633		308	1.58861	1.58861	0.434773
contig-100_30634		308	2.71519	2.71519	0.447029
contig-100_30635		308	6.29747	6.29747	4.46509
contig-100_30636		308	5.24051	5.24051	2.59147
contig-100_30637		308	3.00633	3.00633	0.184673
contig-100_30639		308	2.38608	2.38608	0.646175
contig-100_30640		308	3.43038	3.43038	1.062
contig-100_30641		308	2.53797	2.53797	1.99536
contig-100_30642		308	2.10759	2.10759	0.364146
contig-100_30643		308	2.44304	2.44304	0.248327
contig-100_30644		308	3.40506	3.40506	0.395389
contig-100_30645		308	5.22152	5.22152	9.39647
contig-100_30646		308	8.17089	8.17089	2.9324
contig-100_30647		308	3.62658	3.62658	0.808718
contig-100_30648		308	4.51266	4.51266	3.4871
contig-100_30649		308	2.22785	2.22785	0.508264
contig-100_30650		308	3.58861	3.58861	5.31375
contig-100_30651		308	6.98101	6.98101	1.13976
contig-100_30652		308	4.01899	4.01899	0.693905
contig-100_30653		308	5.39241	5.39241	3.71764
contig-100_30654		308	2.68354	2.68354	0.689026
contig-100_30655		308	5.66456	5.66456	1.49823
contig-100_30656		308	3.03165	3.03165	0.986254
contig-100_30657		308	1.77848	1.77848	0.759535
contig-100_30658		308	2.10759	2.10759	0.415102
contig-100_30659		308	2.41139	2.41139	0.58764
contig-100_30660		308	6.3481	6.3481	0.776143
contig-100_30661		308	3.12658	3.12658	0.811899
contig-100_30662		308	3	3	0.484076
contig-100_30663		308	3.58861	3.58861	0.613118
contig-100_30664		308	4.47468	4.47468	2.79872
contig-100_30665		308	1.81646	1.81646	4.41835
contig-100_30666		308	2.60127	2.60127	1.70624
contig-100_30667		308	3.24684	3.24684	0.913205
contig-100_30668		308	5.62658	5.62658	8.1845
contig-100_30670		308	3.76582	3.76582	3.1359
contig-100_30672		308	2.67722	2.67722	1.59578
contig-100_30673		308	3.26582	3.26582	0.36201
contig-100_30674		308	4.77215	4.77215	3.80763
contig-100_30675		308	4.48734	4.48734	0.862895
contig-100_30677		308	2.00633	2.01266	0.687737
contig-100_30679		308	3.08861	3.08861	0.578085
contig-100_30680		308	3.46203	3.46203	0.26288
contig-100_30681		308	4578.06	4578.06	241076
contig-100_30682		308	3.6519	3.6519	0.457673
contig-100_30683		308	4.51266	4.51266	1.44888
contig-100_30684		308	5.5	5.5	1.33439
contig-100_30685		308	4.08861	4.08861	3.02394
contig-100_30687		308	5.33544	5.33544	3.60014
contig-100_30689		308	150.215	150.222	2367.82
contig-100_30690		308	2.50633	2.50633	2.90123
contig-100_30691		308	1.59494	1.59494	0.471822
contig-100_30692		308	2.44937	2.44937	0.261751
contig-100_30693		308	3.43671	3.43671	2.00552
contig-100_30694		308	2.50633	2.51266	0.391559
contig-100_30695		308	4.40506	4.40506	2.02596
contig-100_30698		308	3.61392	3.61392	0.442353
contig-100_30699		308	7.22152	7.22152	1.9952
contig-100_30700		308	3.27848	3.27848	13.7818
contig-100_30702		308	5.25316	5.25316	4.58518
contig-100_30703		308	5.41772	5.41772	2.0537
contig-100_30704		308	3.72785	3.72785	0.49234
contig-100_30705		308	4.26582	4.26582	0.362009
contig-100_30707		308	26.9873	26.9873	33.6559
contig-100_30709		308	10.8101	10.8101	14.9956
contig-100_30711		308	6.05063	6.05063	1.13118
contig-100_30712		308	4.21519	4.21519	1.13811
contig-100_30713		308	7.72785	7.72785	1.38406
contig-100_30715		308	2.22785	2.22785	0.189793
contig-100_30716		308	2.42405	2.42405	0.334959
contig-100_30717		308	27.4494	27.4494	21.2044
contig-100_30719		308	113.19	113.19	252.932
contig-100_30720		308	1.94937	1.94937	0.77449
contig-100_30721		308	5.79114	5.79114	1.93699
contig-100_30722		308	1.8038	1.8038	0.158712
contig-100_30723		308	5.86709	5.86709	0.587316
contig-100_30724		308	51.6456	51.6456	113.644
contig-100_30725		307	1.66242	1.66242	0.430181
contig-100_30726		307	3715.99	3715.99	124211
contig-100_30727		307	3.55414	3.55414	1.69737
contig-100_30728		307	2.79618	2.79618	0.509473
contig-100_30729		307	9.21656	9.21656	1.41434
contig-100_30730		307	2.34395	2.34395	0.483505
contig-100_30731		307	3.19745	3.19745	0.685121
contig-100_30732		307	2.87261	2.87261	0.829822
contig-100_30735		307	3.57962	3.57962	0.322146
contig-100_30736		307	6.63694	6.63694	0.976318
contig-100_30737		307	5.35032	5.35032	6.99829
contig-100_30738		307	104.79	104.79	232.949
contig-100_30741		307	6.29299	6.29299	4.15721
contig-100_30742		307	3.27389	3.27389	1.41809
contig-100_30744		307	2.85987	2.85987	0.121264
contig-100_30745		307	8.6051	8.61146	3.88013
contig-100_30746		307	3.88535	3.88535	1.40985
contig-100_30747		307	3.16561	3.17197	0.34844
contig-100_30748		307	2.95541	2.95541	0.568514
contig-100_30749		307	2.12739	2.12739	0.240079
contig-100_30750		307	1.65605	1.65605	0.521966
contig-100_30751		307	3.26115	3.26115	0.450597
contig-100_30753		307	4.50318	4.50318	0.392619
contig-100_30754		307	37.4968	37.4968	21.5721
contig-100_30756		307	2.19745	2.19745	0.479994
contig-100_30757		307	3.64331	3.64331	3.23093
contig-100_30758		307	228.038	228.038	881.729
contig-100_30759		307	4.63694	4.63694	1.36093
contig-100_30760		307	2.6242	2.6242	0.530948
contig-100_30761		307	2.23567	2.23567	1.05308
contig-100_30762		307	4.01274	4.01274	0.83317
contig-100_30763		307	4.57962	4.57962	0.578556
contig-100_30764		307	0.834395	0.834395	0.139066
contig-100_30765		307	4.92357	4.92357	0.763352
contig-100_30766		307	3.63694	3.63694	1.04042
contig-100_30767		307	4.01274	4.01274	0.640863
contig-100_30768		307	6.99363	6.99363	1.72432
contig-100_30769		307	2.38854	2.38854	0.354483
contig-100_30770		307	3.16561	3.16561	1.95958
contig-100_30771		307	0.66242	0.66242	0.866076
contig-100_30772		307	7.03822	7.03822	4.40879
contig-100_30773		307	4.69427	4.69427	7.68797
contig-100_30774		307	2.0828	2.0828	0.666176
contig-100_30775		307	2.17834	2.17834	0.647477
contig-100_30776		307	3.20382	3.20382	1.18896
contig-100_30778		307	2.83439	2.83439	1.95958
contig-100_30779		307	7.87898	7.87898	1.53013
contig-100_30780		307	3.79618	3.79618	1.06076
contig-100_30781		307	4.86624	4.86624	0.924302
contig-100_30782		307	3.16561	3.17197	0.258697
contig-100_30783		307	4.01911	4.01911	0.839376
contig-100_30784		307	2.26752	2.26752	0.774129
contig-100_30785		307	1.8535	1.8535	0.125837
contig-100_30786		307	1.85987	1.85987	0.621264
contig-100_30787		307	2.78344	2.78344	0.18357
contig-100_30788		307	3.56688	3.56688	1.33684
contig-100_30789		307	5.35032	5.35032	1.01111
contig-100_30790		307	4.09554	4.10191	0.604933
contig-100_30791		307	2.65605	2.65605	1.09889
contig-100_30792		307	3.84713	3.84713	0.476483
contig-100_30793		307	0.713376	0.713376	0.205781
contig-100_30794		307	2.42675	2.42675	0.553895
contig-100_30795		307	3.38854	3.38854	0.726277
contig-100_30796		307	8.38854	8.38854	23.8416
contig-100_30797		307	6.07643	6.07643	9.05822
contig-100_30798		307	3.82166	3.82166	0.442349
contig-100_30799		307	3.11465	3.11465	0.512412
contig-100_30801		307	2.63694	2.63694	0.322473
contig-100_30803		307	2.34395	2.34395	0.393761
contig-100_30804		307	8.6051	8.61146	30.5211
contig-100_30805		307	1.20382	1.20382	0.163319
contig-100_30806		307	2.20382	2.20382	0.778704
contig-100_30807		307	1263.08	1263.09	40191.9
contig-100_30808		307	4.51592	4.51592	2.11032
contig-100_30809		307	4.6051	4.6051	0.548181
contig-100_30810		307	3.20382	3.20382	0.20178
contig-100_30811		307	3.92357	3.92357	2.76335
contig-100_30812		307	8.95541	8.95541	2.8121
contig-100_30813		307	3.11465	3.11465	0.43549
contig-100_30814		307	3.40764	3.40764	0.640454
contig-100_30815		307	0.273885	0.273885	0.200148
contig-100_30816		307	7744.03	7744.03	419802
contig-100_30817		307	2.96178	2.96178	0.434428
contig-100_30818		307	2.11465	2.11465	0.345746
contig-100_30819		307	32.4841	32.4841	34.9565
contig-100_30820		307	2.72611	2.72611	0.238608
contig-100_30822		307	1.94268	1.94268	0.567205
contig-100_30823		307	5.70701	5.71338	3.55193
contig-100_30824		307	45.8089	45.8153	341.061
contig-100_30826		307	3.70701	3.70701	0.567451
contig-100_30827		307	5.6242	5.6242	10.4412
contig-100_30830		306	3.45513	3.45513	2.37862
contig-100_30832		306	3.92949	3.92949	0.827255
contig-100_30833		306	2.44231	2.44872	0.365095
contig-100_30834		306	3.82051	3.82051	1.47725
contig-100_30835		306	67.4038	67.4038	719.468
contig-100_30836		306	3.53846	3.53846	1.01141
contig-100_30837		306	4.62821	4.62821	1.28023
contig-100_30838		306	2.73077	2.73077	0.275435
contig-100_30839		306	2	2	0.296774
contig-100_30840		306	4.64103	4.64744	3.79103
contig-100_30841		306	8.66026	8.66026	8.97416
contig-100_30842		306	23.5321	23.5321	53.3087
contig-100_30843		306	3.59615	3.59615	0.513276
contig-100_30844		306	3.44231	3.44231	1.11278
contig-100_30846		306	1.6859	1.6859	0.474897
contig-100_30847		306	4.66026	4.66026	1.24512
contig-100_30848		306	2.16026	2.16026	0.896732
contig-100_30849		306	7.05769	7.05769	5.03536
contig-100_30850		306	3.71154	3.71154	0.54206
contig-100_30851		306	125.801	125.801	3465.08
contig-100_30852		306	1.76282	1.76282	0.504673
contig-100_30853		306	3.55769	3.55769	0.790198
contig-100_30854		306	5.16026	5.16026	0.999958
contig-100_30855		306	3.03205	3.03205	1.48929
contig-100_30856		306	1.09615	1.09615	0.0874692
contig-100_30857		306	4.10256	4.10256	1.11199
contig-100_30858		306	1.39103	1.39103	0.484822
contig-100_30859		306	4.03846	4.03846	0.308189
contig-100_30863		306	2.30128	2.30128	0.366707
contig-100_30864		306	81.7115	81.7115	69.2775
contig-100_30865		306	2.46154	2.46154	0.508188
contig-100_30866		306	3.79487	3.79487	3.20926
contig-100_30867		306	1.71154	1.71154	0.593672
contig-100_30868		306	1.51923	1.51923	0.573822
contig-100_30869		306	2.08974	2.08974	0.0822166
contig-100_30870		306	4.10256	4.10256	0.995865
contig-100_30871		306	3.76923	3.76923	0.268982
contig-100_30872		306	2.03846	2.03846	0.579157
contig-100_30873		306	2.92949	2.92949	0.736931
contig-100_30874		306	2.51282	2.51282	0.561124
contig-100_30875		306	3.80769	3.80769	0.311167
contig-100_30876		306	4.48077	4.48718	4.17403
contig-100_30877		306	7.3141	7.3141	3.52006
contig-100_30878		306	4.64103	4.64103	3.39288
contig-100_30879		306	0.480769	0.480769	0.251241
contig-100_30880		306	4.40385	4.40385	1.98424
contig-100_30881		306	2.10256	2.10256	0.350703
contig-100_30882		306	0.320513	0.320513	0.528868
contig-100_30883		306	6.30769	6.30769	0.898262
contig-100_30884		306	20.3654	20.3654	15.343
contig-100_30885		306	2.05769	2.05769	0.428908
contig-100_30886		306	2.73718	2.73718	0.388543
contig-100_30887		306	2.23077	2.23077	0.191564
contig-100_30889		306	2.10897	2.10897	0.87192
contig-100_30890		306	1.90385	1.90385	0.345534
contig-100_30891		306	3.69872	3.69872	1.10219
contig-100_30892		306	2.92949	2.92949	1.76919
contig-100_30894		306	75.5128	75.5128	398.355
contig-100_30896		306	2.21154	2.21154	0.554962
contig-100_30897		306	4.26282	4.26282	2.37564
contig-100_30898		306	3.48718	3.48718	0.728867
contig-100_30899		306	7.04487	7.04487	13.2948
contig-100_30900		306	3.85256	3.85256	0.307154
contig-100_30901		306	4.89103	4.89103	45.93
contig-100_30902		306	5.57692	5.57692	1.76824
contig-100_30903		306	16.4103	16.4103	3.05641
contig-100_30904		306	1.12821	1.12821	0.112489
contig-100_30908		306	2.03205	2.03205	0.521546
contig-100_30909		306	3.35256	3.35256	0.603929
contig-100_30910		306	2.37821	2.37821	0.494747
contig-100_30911		306	6.60256	6.60256	12.8346
contig-100_30912		306	3.02564	3.02564	0.709017
contig-100_30913		306	4.26282	4.26282	1.09822
contig-100_30914		306	3.30128	3.30128	0.934451
contig-100_30915		306	2.66667	2.66667	0.88172
contig-100_30917		306	2.57692	2.57692	0.245657
contig-100_30918		306	2.23718	2.23718	0.182092
contig-100_30919		306	2.73718	2.74359	0.191894
contig-100_30921		306	5.66667	5.66667	0.701077
contig-100_30922		306	27.0641	27.0641	32.2926
contig-100_30924		306	45.359	45.359	133.457
contig-100_30925		306	5.97436	5.97436	6.19289
contig-100_30929		306	4.07692	4.07692	0.381141
contig-100_30930		306	31.9167	31.9167	58.5672
contig-100_30931		306	9362.93	9362.93	2.61116e+07
contig-100_30932		306	2163.21	2163.21	39986
contig-100_30934		306	5.03846	5.03846	2.23077
contig-100_30935		306	5.17308	5.17308	0.531139
contig-100_30936		306	6.21795	6.21795	1.64251
contig-100_30938		306	3.01282	3.01282	1.26435
contig-100_30939		306	2.53205	2.53205	1.38606
contig-100_30940		306	4.76923	4.76923	4.02382
contig-100_30942		306	4.83974	4.83974	0.419313
contig-100_30943		306	4.85256	4.85256	5.21039
contig-100_30944		306	3.1859	3.1859	3.40392
contig-100_30945		306	1078.04	1078.04	33102.5
contig-100_30946		306	5.67949	5.67949	2.28371
contig-100_30947		306	2.42308	2.42308	0.426302
contig-100_30948		305	1.3871	1.3871	0.238794
contig-100_30949		305	3.70323	3.70323	0.729534
contig-100_30950		305	5.42581	5.42581	1.27206
contig-100_30952		305	1.23226	1.23226	0.179472
contig-100_30953		305	3.28387	3.28387	2.17863
